"createdat","productid","sum_revenue","sum_consumption"
"2020-12-22",2001,"269.452883","192979"
"2020-12-23",1000,"649.961341","105788"
"2020-12-23",1001,"756.677636","135210"
"2020-12-23",1002,"379.884296","65954"
"2020-12-23",2000,NULL,"46659"
"2020-12-23",2001,"119.805659","89713"
"2020-12-24",1000,"704.110658","119606"
"2020-12-24",1001,"346.646363","76381"
"2020-12-24",1002,"575.003733","128169"
"2020-12-24",2000,NULL,"60068"
"2020-12-24",2001,"90.156362","81318"
"2020-12-25",1000,"661.553544","134763"
"2020-12-25",1001,"415.559868","84480"
"2020-12-25",1002,"604.603783","113598"
"2020-12-25",2000,NULL,"32526"
"2020-12-25",2001,"202.021738","157111"
"2020-12-26",1000,"412.003207","94806"
"2020-12-26",1001,"219.062316","60876"
"2020-12-26",1002,"488.531080","121938"
"2020-12-26",2000,NULL,"71623"
"2020-12-26",2001,"38.398608","37376"
"2020-12-27",1000,"624.497200","115424"
"2020-12-27",1001,"480.137353","81544"
"2020-12-27",1002,"394.848586","97322"
"2020-12-27",2000,NULL,"36897"
"2020-12-27",2001,"151.102219","118298"
"2020-12-28",1000,"309.936905","90492"
"2020-12-28",1001,"754.113072","130218"
"2020-12-28",1002,"434.778367","106340"
"2020-12-28",2000,NULL,"45425"
"2020-12-28",2001,"154.420155","123599"
"2020-12-29",1000,"371.936413","115439"
"2020-12-29",1001,"426.902520","112515"
"2020-12-29",1002,"300.170483","81099"
"2020-12-29",2000,NULL,"100957"
"2020-12-29",2001,"171.819748","133785"
"2020-12-30",1000,"622.115027","113911"
"2020-12-30",1001,"593.049062","100169"
"2020-12-30",1002,"535.016559","105048"
"2020-12-30",2000,NULL,"69877"
"2020-12-30",2001,"341.249751","238259"
"2020-12-31",1000,"258.089486","52137"
"2020-12-31",1001,"543.322350","72668"
"2020-12-31",1002,"337.410723","51803"
"2020-12-31",2000,NULL,"30133"
"2020-12-31",2001,"116.947848","61043"
